ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;GROUPE_GRAND_PUBLIC;
"40";"106258";"106258";"Lindernia procumbens (Krock.) Philcox";"(Krock.) Philcox, 1965";"";"";"ES";"Linderniaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"718798";"718798";"Liochlaena lanceolata Nees";"Nees, 1845";"";"";"ES";"Jungermanniaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"69267";"69267";"Liparis liparis (Linnaeus, 1766)";"(Linnaeus, 1766)";"";"";"ES";"Liparidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2014";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"69269";"69269";"Liparis montagui (Donovan, 1804)";"(Donovan, 1804)";"";"";"ES";"Liparidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2014";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"70041";"70041";"Lipophrys pholis (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Blenniidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"70044";"70044";"Lipophrys trigloides (Valenciennes, 1836)";"(Valenciennes, 1836)";"";"";"ES";"Blenniidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"444432";"444432";"Lissotriton helveticus (Razoumowsky, 1789)";"(Razoumowsky, 1789)";"";"";"ES";"Salamandridae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2022";"Liste rouge européenne des espèces menacées";"Amphibiens et reptiles";
"40";"444431";"444431";"Lissotriton vulgaris (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Salamandridae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2022";"Liste rouge européenne des espèces menacées";"Amphibiens et reptiles";
"40";"11663";"11663";"Litargus connexus (Geoffroy, 1785)";"(Geoffroy in Fourcroy, 1785)";"";"";"ES";"Mycetophagidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"62180";"62180";"Lithoglyphus naticoides (C. Pfeiffer, 1828)";"(C. Pfeiffer, 1828)";"";"";"ES";"Lithoglyphidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2020";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"69634";"69634";"Lithognathus mormyrus (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Sparidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2014";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"239902";"239902";"Lithurgus chrysurus Fonscolombe, 1834";"Fonscolombe, 1834";"";"";"ES";"Megachilidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239903";"239903";"Lithurgus cornutus (Fabricius, 1787)";"(Fabricius, 1787)";"";"";"ES";"Megachilidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"106419";"106419";"Littorella uniflora (L.) Asch.";"(L.) Asch., 1864";"";"";"ES";"Plantaginaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"974230";"974230";"Lluciapomaresius stalii (Bolívar, 1877)";"(Bolívar, 1878)";"";"";"ES";"Tettigoniidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2016";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"106428";"106428";"Lobelia dortmanna L.";"L., 1753";"";"";"ES";"Campanulaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"68265";"68265";"Lobianchia dofleini (Zugmayer, 1911)";"(Zugmayer, 1911)";"";"";"ES";"Myctophidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"68266";"68266";"Lobianchia gemellarii (Cocco, 1838)";"(Cocco, 1838)";"";"";"ES";"Myctophidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"69562";"69562";"Lobotes surinamensis (Bloch, 1790)";"(Bloch, 1790)";"";"";"ES";"Lobotidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"66181";"66181";"Locusta migratoria (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Acrididae";"";"";"LC";"";"";"2023.1";"";"LC";"2016";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"4170";"4170";"Locustella fluviatilis (Wolf, 1810)";"(Wolf, 1810)";"";"";"ES";"Locustellidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"199458";"199458";"Locustella lanceolata (Temminck, 1840)";"(Temminck, 1840)";"";"";"ES";"Locustellidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"4172";"4172";"Locustella luscinioides (Savi, 1824)";"(Savi, 1824)";"";"";"ES";"Locustellidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"4167";"4167";"Locustella naevia (Boddaert, 1783)";"(Boddaert, 1783)";"";"";"ES";"Locustellidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"6008";"6008";"Loeskeobryum brevirostre (Brid.) M. Fleisch.";"(Brid.) M.Fleisch., 1925";"";"";"ES";"Hylocomiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106497";"106497";"Lolium multiflorum Lam.";"Lam., 1779";"";"";"ES";"Poaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106499";"106499";"Lolium perenne L.";"L., 1753";"";"";"ES";"Poaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106507";"106507";"Lolium rigidum Gaudin";"Gaudin, 1811";"";"";"ES";"Poaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106517";"106517";"Lolium temulentum L.";"L., 1753";"";"";"ES";"Poaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106550";"106550";"Lonicera alpigena L.";"L., 1753";"";"";"ES";"Caprifoliaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106574";"106574";"Lonicera nigra L.";"L., 1753";"";"";"ES";"Caprifoliaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"68604";"68604";"Lophius budegassa Spinola, 1807";"Spinola, 1807";"";"";"ES";"Lophiidae";"";"";"LC";"";"";"2023.1";"DD";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"68605";"68605";"Lophius piscatorius Linnaeus, 1758";"Linnaeus, 1758";"";"";"ES";"Lophiidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"6491";"6491";"Lophocolea bidentata (L.) Dumort.";"(L.) Dumort., 1835";"";"";"ES";"Lophocoleaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"718119";"718119";"Lophocolea coadunata (Sw.) Mont.";"(Sw.) Mont., 1839";"";"";"ES";"Lophocoleaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"6494";"6494";"Lophocolea fragrans Gottsche, Lindenb. & Nees";"(Moris & De Not.) Gottsche, Lindenb. & Nees, 1845";"";"";"ES";"Lophocoleaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"6495";"6495";"Lophocolea heterophylla (Schrad.) Dumort.";"(Schrad.) Dumort., 1835";"";"";"ES";"Lophocoleaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"6500";"6500";"Lophocolea minor Nees";"Nees, 1836";"";"";"ES";"Lophocoleaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"362420";"362420";"Lophodolos acanthognathus Regan, 1925";"Regan, 1925";"";"";"ES";"Oneirodidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"534750";"534750";"Lophophanes cristatus (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Paridae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"362421";"362421";"Lophotus lacepede Giorna, 1809";"Giorna, 1809";"";"";"ES";"Lophotidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"6328";"6328";"Lophozia ascendens (Warnst.) R.M.Schust.";"(Warnst.) R.M.Schust., 1952";"";"";"ES";"Lophoziaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"786435";"786435";"Lophozia guttulata (Lindb. & Arnell) A.Evans";"(Lindb. & Arnell) A.Evans, 1900";"";"";"ES";"Lophoziaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"6352";"6352";"Lophozia longiflora (Nees) Schiffn.";"(Nees) Schiffn., 1903";"";"";"ES";"Lophoziaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"6361";"6361";"Lophozia ventricosa (Dicks.) Dumort.";"(Dicks.) Dumort., 1835";"";"";"ES";"Lophoziaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"6365";"6365";"Lophozia wenzelii (Nees) Steph.";"(Nees) Steph., 1901";"";"";"ES";"Lophoziaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"786457";"786457";"Lophoziopsis excisa (Dicks.) Konstant. & Vilnet";"(Dicks.) Konstant. & Vilnet, 2010";"";"";"ES";"Lophoziaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"786456";"786456";"Lophoziopsis longidens (Lindb.) Konstant. & Vilnet";"(Lindb.) Konstant. & Vilnet, 2009";"";"";"ES";"Lophoziaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"68336";"68336";"Lota lota (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Lotidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"106653";"106653";"Lotus corniculatus L.";"L., 1753";"";"";"ES";"Fabaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106698";"106698";"Lotus pedunculatus Cav.";"Cav., 1793";"";"";"ES";"Fabaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"4603";"4603";"Loxia curvirostra Linnaeus, 1758";"Linnaeus, 1758";"";"";"ES";"Fringillidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"4609";"4609";"Loxia leucoptera Gmelin, 1789";"Gmelin, 1789";"";"";"ES";"Fringillidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"4607";"4607";"Loxia pytyopsittacus Borkhausen, 1793";"Borkhausen, 1793";"";"";"ES";"Fringillidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"794564";"280861";"Lucanus barbarossa Fabricius, 1801";"Fabricius, 1801";"";"";"ES";"Lucanidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"200479";"200479";"Lucanus tetraodon Thunberg, 1806";"Thunberg, 1806";"";"";"ES";"Lucanidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"837853";"837853";"Lucasinova nigromarginata (Lucas, 1849)";"(Lucas, 1849)";"";"";"ES";"Tettigoniidae";"";"";"LC";"";"";"2023.1";"";"LC";"2016";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"963117";"963117";"Luciobarbus graellsii (Steindachner, 1866)";"(Steindachner, 1866)";"";"";"ES";"Cyprinidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2008";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"106747";"106747";"Ludwigia palustris (L.) Elliott";"(L.) Elliott, 1817";"";"";"ES";"Onagraceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"3670";"3670";"Lullula arborea (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Alaudidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"6167";"6167";"Lunularia cruciata (L.) Dumort. ex Lindb.";"(L.) Dumort. ex Lindb., 1868";"";"";"ES";"Lunulariaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106765";"106765";"Lupinus albus L.";"L., 1753";"";"";"ES";"Fabaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106766";"106766";"Lupinus angustifolius L.";"L., 1753";"";"";"ES";"Fabaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106780";"106780";"Lupinus luteus L.";"L., 1753";"";"";"ES";"Fabaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106784";"106784";"Lupinus micranthus Guss.";"Guss., 1828";"";"";"ES";"Fabaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106807";"106807";"Luronium natans (L.) Raf.";"(L.) Raf., 1840";"";"";"ES";"Alismataceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"4010";"4010";"Luscinia luscinia (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Muscicapidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"4013";"4013";"Luscinia megarhynchos (Brehm, 1831)";"C. L. Brehm, 1831";"";"";"ES";"Muscicapidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"4023";"4023";"Luscinia svecica (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Muscicapidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"70426";"70426";"Luvarus imperialis Rafinesque, 1810";"Rafinesque, 1810";"";"";"ES";"Luvaridae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"219752";"219752";"Lycaena alciphron (Rottemburg, 1775)";"(Rottemburg, 1775)";"";"";"ES";"Lycaenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"53979";"53979";"Lycaena dispar (Haworth, 1802)";"(Haworth, 1802)";"";"";"ES";"Lycaenidae";"";"";"LC";"";"";"2023.1";"LR/nt";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"219753";"219753";"Lycaena hippothoe (Linnaeus, 1761)";"(Linnaeus, 1761)";"";"";"ES";"Lycaenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"53973";"53973";"Lycaena phlaeas (Linnaeus, 1761)";"(Linnaeus, 1761)";"";"";"ES";"Lycaenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"219751";"219751";"Lycaena tityrus (Poda, 1761)";"(Poda, 1761)";"";"";"ES";"Lycaenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"219750";"219750";"Lycaena virgaureae (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Lycaenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"362461";"362461";"Lycodes esmarkii Collett, 1875";"Collett, 1875";"";"";"ES";"Zoarcidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"69923";"69923";"Lycodes reticulatus Reinhardt, 1835";"Reinhardt, 1835";"";"";"ES";"Zoarcidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"710743";"446522";"Lycopodiella cernua (L.) Pic.Serm.";"(L.) Pic.Serm., 1968";"";"";"ES";"Lycopodiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"106993";"106993";"Lycopodiella inundata (L.) Holub";"(L.) Holub, 1964";"";"";"ES";"Lycopodiaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"95056";"106998";"Lycopodium alpinum L.";"L., 1753";"";"";"ES";"Lycopodiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"719157";"107000";"Lycopodium annotinum L.";"L., 1753";"";"";"ES";"Lycopodiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"107003";"107003";"Lycopodium clavatum L.";"L., 1753";"";"";"ES";"Lycopodiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"95057";"107004";"Lycopodium complanatum L.";"L., 1753";"";"";"ES";"Lycopodiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"107038";"107038";"Lycopus europaeus L.";"L., 1753";"";"";"ES";"Lamiaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"107039";"107039";"Lycopus exaltatus L.f.";"L.f., 1782";"";"";"ES";"Lamiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"64063";"64063";"Lymnaea stagnalis (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Lymnaeidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"2538";"2538";"Lymnocryptes minimus (Brünnich, 1764)";"(Brünnich, 1764)";"";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"60612";"60612";"Lynx lynx (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Felidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2020";"Liste rouge européenne des espèces menacées";"Mammifères";
"40";"2962";"2962";"Lyrurus tetrix (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Phasianidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"54271";"54271";"Lysandra bellargus (Rottemburg, 1775)";"(Rottemburg, 1775)";"";"";"ES";"Lycaenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"54265";"54265";"Lysandra coridon (Poda, 1761)";"(Poda, 1761)";"";"";"ES";"Lycaenidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"54267";"54267";"Lysandra hispana (Herrich-Schäffer, 1851)";"(Herrich-Schäffer, 1852)";"";"";"ES";"Lycaenidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
